Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1994","1994","°C","-0.087","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1995","1995","°C","0.447","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1996","1996","°C","-0.015","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1997","1997","°C","0.176","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1998","1998","°C","0.678","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","1999","1999","°C","0.47","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2000","2000","°C","0.901","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2001","2001","°C","1.058","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2002","2002","°C","0.769","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2003","2003","°C","0.5","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2004","2004","°C","0.419","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2005","2005","°C","0.327","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2006","2006","°C","0.853","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2007","2007","°C","0.555","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2008","2008","°C","0.76","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2009","2009","°C","0.809","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2010","2010","°C","0.985","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2011","2011","°C","0.848","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2012","2012","°C","0.322","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2013","2013","°C","0.574","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2014","2014","°C","0.8","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2015","2015","°C","1.537","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2016","2016","°C","0.793","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2017","2017","°C","1.118","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2018","2018","°C","0.952","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2019","2019","°C","0.831","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2020","2020","°C","1.109","E","Estimated value"
"ET","Temperature change","356","India","7271","Temperature change","7019","Sep–Oct–Nov","2021","2021","°C","0.916","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1961","1961","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1962","1962","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1963","1963","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1964","1964","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1965","1965","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1966","1966","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1967","1967","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1968","1968","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1969","1969","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1970","1970","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1971","1971","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1972","1972","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1973","1973","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1974","1974","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1975","1975","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1976","1976","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1977","1977","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1978","1978","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1979","1979","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1980","1980","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1981","1981","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1982","1982","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1983","1983","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1984","1984","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1985","1985","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1986","1986","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1987","1987","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1988","1988","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1989","1989","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1990","1990","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1991","1991","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1992","1992","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1993","1993","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1994","1994","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1995","1995","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1996","1996","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1997","1997","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1998","1998","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","1999","1999","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2000","2000","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2001","2001","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2002","2002","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2003","2003","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2004","2004","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2005","2005","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2006","2006","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2007","2007","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2008","2008","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2009","2009","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2010","2010","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2011","2011","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2012","2012","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2013","2013","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2014","2014","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2015","2015","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2016","2016","°C","0.441","E","Estimated value"
"ET","Temperature change","356","India","6078","Standard Deviation","7019","Sep–Oct–Nov","2017","2017","°C","0.441","E","Estimated value"
